exp_flood,exp_disas,prior_cc,prior_slr,pol_party,pol_ideol,age,educ,children,income,t,cost,wtp,purchase,sit_worry,sit_prepare,glob_finan,glob_safe,female,minority,university,unemployed,married,standalone,coastal,t0,t1,t2,t3,pol,cc,sit_w,sit_p,glob_f,glob_s,sit_sum,sit,prem_perceived,prem_actual
0,0,5,5,3,3,35,5,1,12500,Treatment 2a,19,0,0,5,5,5,5,1,1,0,0,0,1,1,0,0,1,0,3.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,-19,-62.5
0,1,4,4,7,2,25,6,0,87500,Treatment 2b,79,99,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,1,6.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,20,36.5
1,1,4,4,7,6,25,6,0,62500,Treatment 1,77,93,1,4,4,3,4,1,1,1,0,0,1,0,0,1,0,0,10.9265834166369,-0.11572814012749,0.174669826244958,-0.100554120928827,-1.77369167074132,-0.206999884532818,8,4,16,30.5
0,0,5,4,6,6,35,3,0,87500,Treatment 2b,75,100,1,4,4,4,4,0,0,0,1,0,1,0,0,0,0,1,9.92658341663687,0.428874872237167,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,25,37.5
1,1,5,5,2,4,35,6,1,87500,Control,45,0,0,5,4,5,4,1,0,1,0,1,1,1,1,0,0,0,3.92658341663687,0.973477884601824,1.13836541932059,-0.100554120928827,0.853999693319896,-0.206999884532818,9,5,-45,-62.5
0,0,3,3,4,4,65,4,0,37500,Treatment 2a,75,75,1,4,4,4,4,1,0,0,0,1,1,0,0,0,1,0,5.92658341663687,-1.2049341648568,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,0,12.5
0,0,5,5,2,3,25,7,0,150000,Treatment 2a,50,75,1,5,5,5,5,1,0,1,0,0,0,1,0,0,1,0,2.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,25,12.5
0,0,5,5,4,1,25,3,0,62500,Control,6,5,1,5,4,5,5,0,1,0,0,0,1,0,1,0,0,0,2.92658341663687,0.973477884601824,1.13836541932059,-0.100554120928827,0.853999693319896,1.04281073906155,9,5,-1,-57.5
1,1,4,4,7,7,25,6,0,87500,Treatment 2b,70,89,1,1,4,4,4,1,1,1,0,0,0,0,0,0,0,1,11.9265834166369,-0.11572814012749,-2.71641695298194,-0.100554120928827,-0.459845988710713,-0.206999884532818,5,1,19,26.5
0,0,5,5,4,4,35,6,0,112500,Treatment 1,63,62,1,2,2,4,4,0,0,1,0,0,1,1,0,1,0,0,5.92658341663687,0.973477884601824,-1.75272135990631,-2.39893402787342,-0.459845988710713,-0.206999884532818,4,1,-1,-0.5
0,1,3,4,1,6,45,6,1,62500,Treatment 2a,52,100,1,5,4,4,5,1,0,1,0,1,0,1,0,0,1,0,4.92658341663687,-0.660331152492146,1.13836541932059,-0.100554120928827,-0.459845988710713,1.04281073906155,9,5,48,37.5
0,1,4,4,3,3,35,6,0,112500,Control,30,0,0,2,3,4,4,1,1,1,0,0,1,1,1,0,0,0,3.92658341663687,-0.11572814012749,-1.75272135990631,-1.24974407440113,-0.459845988710713,-0.206999884532818,5,1,-30,-62.5
1,1,4,4,7,7,35,6,0,12500,Treatment 2b,75,75,1,5,4,5,4,1,0,1,0,1,0,1,0,0,0,1,11.9265834166369,-0.11572814012749,1.13836541932059,-0.100554120928827,0.853999693319896,-0.206999884532818,9,6,0,12.5
0,1,5,5,1,2,25,5,0,37500,Treatment 1,5,0,0,2,5,5,5,0,1,0,0,0,0,1,0,1,0,0,0.926583416636868,0.973477884601824,-1.75272135990631,1.04863583254347,0.853999693319896,1.04281073906155,7,2,-5,-62.5
1,0,4,3,3,3,25,6,0,62500,Treatment 2a,40,100,1,3,4,5,4,0,0,1,0,0,0,1,0,0,1,0,3.92658341663687,-0.660331152492146,-0.789025766830675,-0.100554120928827,0.853999693319896,-0.206999884532818,7,2,60,37.5
0,0,5,5,2,2,35,6,1,150000,Control,15,19,1,5,5,5,4,1,1,1,0,1,0,1,1,0,0,0,1.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,-0.206999884532818,10,7,4,-43.5
1,0,5,5,2,1,45,7,1,62500,Control,70,90,1,4,4,4,3,0,0,1,0,0,0,0,1,0,0,0,0.926583416636868,0.973477884601824,0.174669826244958,-0.100554120928827,-0.459845988710713,-1.45681050812719,8,4,20,27.5
0,0,5,5,2,3,65,4,0,12500,Control,80,99,1,2,4,4,4,0,1,0,0,0,0,1,1,0,0,0,2.92658341663687,0.973477884601824,-1.75272135990631,-0.100554120928827,-0.459845988710713,-0.206999884532818,6,2,19,36.5
0,0,4,4,2,2,25,6,0,37500,Control,50,77,1,4,5,5,5,1,1,1,0,0,0,1,1,0,0,0,1.92658341663687,-0.11572814012749,0.174669826244958,1.04863583254347,0.853999693319896,1.04281073906155,9,6,27,14.5
0,1,5,5,1,1,25,3,0,87500,Treatment 1,85,50,1,4,4,5,4,0,1,0,0,0,0,0,0,1,0,0,-0.0734165833631315,0.973477884601824,0.174669826244958,-0.100554120928827,0.853999693319896,-0.206999884532818,8,4,-35,-12.5
0,0,4,4,2,3,55,7,2,87500,Treatment 1,15,0,0,2,2,4,4,0,0,1,0,1,0,1,0,1,0,0,2.92658341663687,-0.11572814012749,-1.75272135990631,-2.39893402787342,-0.459845988710713,-0.206999884532818,4,1,-15,-62.5
0,0,2,1,2,3,45,6,0,62500,Control,54,45,1,2,2,2,2,1,0,1,0,0,0,1,1,0,0,0,2.92658341663687,-2.83874320195077,-1.75272135990631,-2.39893402787342,-3.08753735277193,-2.70662113172156,4,1,-9,-17.5
0,0,4,4,4,4,35,4,3,62500,Treatment 2b,23,51,1,2,2,4,4,0,1,0,0,1,1,0,0,0,0,1,5.92658341663687,-0.11572814012749,-1.75272135990631,-2.39893402787342,-0.459845988710713,-0.206999884532818,4,1,28,-11.5
0,1,4,4,6,5,80,9,0,62500,Treatment 1,10,5,1,4,3,4,4,1,0,1,0,0,1,1,0,1,0,0,8.92658341663687,-0.11572814012749,0.174669826244958,-1.24974407440113,-0.459845988710713,-0.206999884532818,7,2,-5,-57.5
1,1,5,5,2,2,25,3,0,12500,Treatment 2b,50,100,1,5,5,5,4,0,0,0,0,0,0,1,0,0,0,1,1.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,-0.206999884532818,10,7,50,37.5
0,1,1,1,7,7,35,7,2,37500,Treatment 2a,50,50,1,5,5,5,5,1,0,1,0,0,1,1,0,0,1,0,11.9265834166369,-3.38334621431543,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,0,-12.5
0,1,5,5,2,3,25,5,0,62500,Treatment 2a,61,69,1,4,5,5,5,0,1,0,0,0,0,1,0,0,1,0,2.92658341663687,0.973477884601824,0.174669826244958,1.04863583254347,0.853999693319896,1.04281073906155,9,6,8,6.5
0,0,4,4,1,1,45,5,3,87500,Treatment 2a,115,115,1,5,5,5,5,0,0,0,0,1,1,0,0,0,1,0,-0.0734165833631315,-0.11572814012749,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,0,52.5
1,0,3,4,4,2,25,6,2,12500,Treatment 1,94,80,1,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0,3.92658341663687,-0.660331152492146,0.174669826244958,-1.24974407440113,-0.459845988710713,-0.206999884532818,7,2,-14,17.5
1,1,5,4,2,3,35,5,0,12500,Control,70,0,0,4,4,5,4,0,0,0,0,0,0,1,1,0,0,0,2.92658341663687,0.428874872237167,0.174669826244958,-0.100554120928827,0.853999693319896,-0.206999884532818,8,4,-70,-62.5
1,1,5,5,1,2,35,8,1,87500,Treatment 1,25,25,1,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0,0.926583416636868,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,0,-37.5
0,0,5,5,1,3,35,6,1,87500,Treatment 2b,60,80,1,4,5,5,5,1,0,1,0,1,1,1,0,0,0,1,1.92658341663687,0.973477884601824,0.174669826244958,1.04863583254347,0.853999693319896,1.04281073906155,9,6,20,17.5
0,0,3,3,7,7,45,6,2,87500,Control,60,60,1,4,4,5,4,1,0,1,0,1,1,1,1,0,0,0,11.9265834166369,-1.2049341648568,0.174669826244958,-0.100554120928827,0.853999693319896,-0.206999884532818,8,4,0,-2.5
0,0,5,5,1,2,25,5,0,112500,Control,70,102,1,4,5,4,5,0,1,0,0,0,0,1,1,0,0,0,0.926583416636868,0.973477884601824,0.174669826244958,1.04863583254347,-0.459845988710713,1.04281073906155,9,6,32,39.5
0,0,5,5,6,5,35,6,0,37500,Treatment 2a,30,0,0,2,4,4,3,0,0,1,0,1,0,1,0,0,1,0,8.92658341663687,0.973477884601824,-1.75272135990631,-0.100554120928827,-0.459845988710713,-1.45681050812719,6,2,-30,-62.5
1,1,4,5,1,6,25,3,1,37500,Treatment 1,111,115,1,5,4,5,4,1,0,0,0,1,1,1,0,1,0,0,4.92658341663687,0.428874872237167,1.13836541932059,-0.100554120928827,0.853999693319896,-0.206999884532818,9,6,4,52.5
0,0,4,4,4,3,35,3,0,37500,Treatment 1,100,0,0,3,3,4,3,0,1,0,0,0,1,1,0,1,0,0,4.92658341663687,-0.11572814012749,-0.789025766830675,-1.24974407440113,-0.459845988710713,-1.45681050812719,6,2,-100,-62.5
1,1,4,4,1,2,65,6,1,62500,Treatment 2b,55,65,1,4,4,4,4,0,0,1,0,1,1,1,0,0,0,1,0.926583416636868,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,10,2.5
0,0,5,5,3,3,35,3,2,62500,Treatment 1,62,80,1,5,5,5,5,0,0,0,0,0,1,0,0,1,0,0,3.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,18,17.5
1,1,2,4,7,6,35,6,2,37500,Treatment 1,40,40,1,5,5,5,4,1,0,1,0,0,1,1,0,1,0,0,10.9265834166369,-1.2049341648568,1.13836541932059,1.04863583254347,0.853999693319896,-0.206999884532818,10,7,0,-22.5
0,0,1,1,4,5,80,3,1,12500,Treatment 2b,92,72,1,5,5,5,5,1,0,0,0,1,0,0,0,0,0,1,6.92658341663687,-3.38334621431543,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,-20,9.5
1,1,4,4,6,4,35,6,2,62500,Treatment 2a,31,45,1,4,4,4,4,0,0,1,0,1,0,0,0,0,1,0,7.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,14,-17.5
0,0,3,3,6,6,25,6,0,37500,Treatment 1,60,60,1,2,4,1,4,1,0,1,0,0,0,0,0,1,0,0,9.92658341663687,-1.2049341648568,-1.75272135990631,-0.100554120928827,-4.40138303480254,-0.206999884532818,6,2,0,-2.5
0,0,4,4,4,4,35,6,0,37500,Control,56,58,1,4,4,4,4,0,0,1,0,0,0,1,1,0,0,0,5.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,2,-4.5
1,1,1,1,6,6,35,8,2,150000,Treatment 1,50,50,1,5,5,5,5,1,0,1,0,1,1,1,0,1,0,0,9.92658341663687,-3.38334621431543,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,0,-12.5
0,0,3,4,3,4,25,6,1,37500,Treatment 2a,65,70,1,3,4,3,4,1,1,1,0,1,0,1,0,0,1,0,4.92658341663687,-0.660331152492146,-0.789025766830675,-0.100554120928827,-1.77369167074132,-0.206999884532818,7,2,5,7.5
1,1,4,5,1,6,25,6,1,62500,Treatment 1,84,75,1,5,4,4,3,0,0,1,0,1,0,1,0,1,0,0,4.92658341663687,0.428874872237167,1.13836541932059,-0.100554120928827,-0.459845988710713,-1.45681050812719,9,6,-9,12.5
0,0,5,4,2,2,35,6,0,62500,Control,25,50,1,1,3,5,4,0,1,1,0,0,0,1,1,0,0,0,1.92658341663687,0.428874872237167,-2.71641695298194,-1.24974407440113,0.853999693319896,-0.206999884532818,4,1,25,-12.5
0,0,5,5,1,1,35,7,0,12500,Treatment 2b,40,35,1,5,4,5,5,0,0,1,0,0,0,0,0,0,0,1,-0.0734165833631315,0.973477884601824,1.13836541932059,-0.100554120928827,0.853999693319896,1.04281073906155,9,6,-5,-27.5
0,1,3,4,7,4,55,6,2,87500,Control,101,101,1,3,4,4,3,1,0,1,0,1,0,1,1,0,0,0,8.92658341663687,-0.660331152492146,-0.789025766830675,-0.100554120928827,-0.459845988710713,-1.45681050812719,7,2,0,38.5
1,0,5,5,6,4,55,6,0,112500,Treatment 2b,60,70,1,5,5,5,5,0,0,1,0,0,1,1,0,0,0,1,7.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,10,7.5
0,1,5,4,2,4,45,6,2,12500,Control,9,5,1,4,4,4,5,0,0,1,0,1,0,0,1,0,0,0,3.92658341663687,0.428874872237167,0.174669826244958,-0.100554120928827,-0.459845988710713,1.04281073906155,8,4,-4,-57.5
1,0,4,4,7,3,35,7,1,37500,Treatment 1,66,66,1,5,3,3,4,0,1,1,0,1,0,1,0,1,0,0,7.92658341663687,-0.11572814012749,1.13836541932059,-1.24974407440113,-1.77369167074132,-0.206999884532818,8,4,0,3.5
0,0,4,4,7,2,25,6,0,87500,Treatment 2b,79,82,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,1,6.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,3,19.5
0,0,5,5,5,5,35,3,0,12500,Treatment 2a,125,0,0,4,3,4,3,0,0,0,0,0,1,0,0,0,1,0,7.92658341663687,0.973477884601824,0.174669826244958,-1.24974407440113,-0.459845988710713,-1.45681050812719,7,2,-125,-62.5
0,0,5,5,1,1,45,4,0,12500,Treatment 2a,100,100,1,4,4,5,5,1,1,0,0,1,0,1,0,0,1,0,-0.0734165833631315,0.973477884601824,0.174669826244958,-0.100554120928827,0.853999693319896,1.04281073906155,8,4,0,37.5
1,1,4,4,6,6,25,6,1,62500,Treatment 2b,80,95,1,4,4,4,4,0,0,1,0,1,0,1,0,0,0,1,9.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,15,32.5
0,1,3,3,5,5,35,6,0,37500,Treatment 2b,20,70,1,5,4,4,4,1,1,1,0,0,0,1,0,0,0,1,7.92658341663687,-1.2049341648568,1.13836541932059,-0.100554120928827,-0.459845988710713,-0.206999884532818,9,6,50,7.5
0,0,4,4,6,5,45,6,1,150000,Treatment 2b,80,95,1,5,5,5,5,0,0,1,0,1,1,0,0,0,0,1,8.92658341663687,-0.11572814012749,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,15,32.5
0,0,4,4,1,2,45,7,2,87500,Treatment 2b,71,100,1,4,5,5,5,0,0,1,0,1,1,1,0,0,0,1,0.926583416636868,-0.11572814012749,0.174669826244958,1.04863583254347,0.853999693319896,1.04281073906155,9,6,29,37.5
0,1,5,5,1,2,25,3,0,37500,Treatment 1,50,100,1,4,5,5,5,0,1,0,0,0,0,1,0,1,0,0,0.926583416636868,0.973477884601824,0.174669826244958,1.04863583254347,0.853999693319896,1.04281073906155,9,6,50,37.5
0,0,4,4,4,4,25,3,0,62500,Treatment 1,100,0,0,2,4,4,4,0,0,0,0,1,1,0,0,1,0,0,5.92658341663687,-0.11572814012749,-1.75272135990631,-0.100554120928827,-0.459845988710713,-0.206999884532818,6,2,-100,-62.5
0,0,4,4,7,7,25,6,2,87500,Treatment 2a,65,60,1,4,4,5,3,1,1,1,0,1,0,0,0,0,1,0,11.9265834166369,-0.11572814012749,0.174669826244958,-0.100554120928827,0.853999693319896,-1.45681050812719,8,4,-5,-2.5
0,1,5,5,1,2,45,6,2,62500,Treatment 2b,75,75,1,4,5,4,4,0,0,1,0,1,1,0,0,0,0,1,0.926583416636868,0.973477884601824,0.174669826244958,1.04863583254347,-0.459845988710713,-0.206999884532818,9,6,0,12.5
0,1,5,5,1,2,35,6,0,112500,Control,74,72,1,5,5,5,5,1,1,1,0,0,0,1,1,0,0,0,0.926583416636868,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,-2,9.5
0,1,4,3,6,6,25,7,0,62500,Treatment 2b,105,110,1,2,4,5,4,1,0,1,0,1,0,1,0,0,0,1,9.92658341663687,-0.660331152492146,-1.75272135990631,-0.100554120928827,0.853999693319896,-0.206999884532818,6,2,5,47.5
0,1,5,4,3,3,35,3,0,37500,Treatment 2a,27,47,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0,3.92658341663687,0.428874872237167,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,20,-15.5
0,1,2,4,1,4,45,4,4,112500,Control,80,125,1,4,5,5,4,0,1,0,0,1,1,1,1,0,0,0,2.92658341663687,-1.2049341648568,0.174669826244958,1.04863583254347,0.853999693319896,-0.206999884532818,9,6,45,62.5
0,1,5,5,4,3,35,6,0,37500,Control,100,0,0,5,5,5,5,0,1,1,0,0,1,1,1,0,0,0,4.92658341663687,0.973477884601824,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,-100,-62.5
1,1,4,5,7,1,25,6,1,62500,Treatment 2b,75,100,1,3,4,4,5,1,0,1,0,1,1,0,0,0,0,1,5.92658341663687,0.428874872237167,-0.789025766830675,-0.100554120928827,-0.459845988710713,1.04281073906155,7,2,25,37.5
0,0,3,3,6,4,35,3,1,112500,Treatment 1,51,0,0,4,4,5,4,0,1,0,0,1,1,0,0,1,0,0,7.92658341663687,-1.2049341648568,0.174669826244958,-0.100554120928827,0.853999693319896,-0.206999884532818,8,4,-51,-62.5
1,0,4,3,4,5,25,6,2,62500,Treatment 2a,60,102,1,2,3,4,2,0,0,1,0,1,0,1,0,0,1,0,6.92658341663687,-0.660331152492146,-1.75272135990631,-1.24974407440113,-0.459845988710713,-2.70662113172156,5,1,42,39.5
0,0,1,1,7,6,65,6,2,37500,Treatment 1,50,0,0,2,2,4,4,1,0,1,0,1,1,1,0,1,0,0,10.9265834166369,-3.38334621431543,-1.75272135990631,-2.39893402787342,-0.459845988710713,-0.206999884532818,4,1,-50,-62.5
0,1,1,1,7,6,35,6,2,62500,Treatment 1,30,50,1,4,4,5,4,1,0,1,1,1,1,0,0,1,0,0,10.9265834166369,-3.38334621431543,0.174669826244958,-0.100554120928827,0.853999693319896,-0.206999884532818,8,4,20,-12.5
0,0,4,4,3,3,35,3,0,12500,Treatment 2b,75,100,1,5,4,4,3,0,1,0,0,0,1,1,0,0,0,1,3.92658341663687,-0.11572814012749,1.13836541932059,-0.100554120928827,-0.459845988710713,-1.45681050812719,9,6,25,37.5
1,1,4,4,7,6,25,9,1,112500,Treatment 1,6,6,1,4,4,2,3,0,0,1,0,1,0,1,0,1,0,0,10.9265834166369,-0.11572814012749,0.174669826244958,-0.100554120928827,-3.08753735277193,-1.45681050812719,8,4,0,-56.5
0,1,4,5,2,2,35,3,0,37500,Treatment 2b,70,80,1,4,4,4,5,1,1,0,0,0,0,1,0,0,0,1,1.92658341663687,0.428874872237167,0.174669826244958,-0.100554120928827,-0.459845988710713,1.04281073906155,8,4,10,17.5
0,1,5,5,4,1,35,6,0,37500,Treatment 1,45,50,1,3,4,4,3,0,0,1,0,0,0,1,0,1,0,0,2.92658341663687,0.973477884601824,-0.789025766830675,-0.100554120928827,-0.459845988710713,-1.45681050812719,7,2,5,-12.5
1,1,4,3,3,4,25,6,0,112500,Treatment 2a,75,80,1,5,5,5,5,0,0,1,0,1,0,1,0,0,1,0,4.92658341663687,-0.660331152492146,1.13836541932059,1.04863583254347,0.853999693319896,1.04281073906155,10,7,5,17.5
0,0,4,4,2,2,35,6,1,62500,Treatment 1,10,5,1,4,4,4,4,0,1,1,0,1,0,0,0,1,0,0,1.92658341663687,-0.11572814012749,0.174669826244958,-0.100554120928827,-0.459845988710713,-0.206999884532818,8,4,-5,-57.5
