exp_flood,exp_disas,prior_cc,prior_slr,pol_party,pol_ideol,age,educ,children,income,t,cost,wtp,purchase,sit_worry,sit_prepare,glob_finan,glob_safe,female,minority,university,unemployed,married,standalone,coastal,t0,t1,t2,t3
0,0,5,4,7,7,25,6,1,87500,Treatment 2b,60,70,1,4,3,5,4,1,1,1,0,1,0,0,0,0,0,1
0,0,5,5,3,3,35,5,1,12500,Treatment 2a,19,0,0,5,5,5,5,1,1,0,0,0,1,1,0,0,1,0
0,1,4,4,7,2,25,6,0,87500,Treatment 2b,79,99,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,1
1,1,4,4,7,6,25,6,0,62500,Treatment 1,77,93,1,4,4,3,4,1,1,1,0,0,1,0,0,1,0,0
0,0,5,4,6,6,35,3,0,87500,Treatment 2b,75,100,1,4,4,4,4,0,0,0,1,0,1,0,0,0,0,1
1,1,5,5,2,4,35,6,1,87500,Control,45,0,0,5,4,5,4,1,0,1,0,1,1,1,1,0,0,0
0,0,3,3,4,4,65,4,0,37500,Treatment 2a,75,75,1,4,4,4,4,1,0,0,0,1,1,0,0,0,1,0
0,0,5,5,2,3,25,7,0,150000,Treatment 2a,50,75,1,5,5,5,5,1,0,1,0,0,0,1,0,0,1,0
0,0,5,5,4,1,25,3,0,62500,Control,6,5,1,5,4,5,5,0,1,0,0,0,1,0,1,0,0,0
1,1,4,4,7,7,25,6,0,87500,Treatment 2b,70,89,1,1,4,4,4,1,1,1,0,0,0,0,0,0,0,1
0,0,5,5,4,4,35,6,0,112500,Treatment 1,63,62,1,2,2,4,4,0,0,1,0,0,1,1,0,1,0,0
0,1,3,4,1,6,45,6,1,62500,Treatment 2a,52,100,1,5,4,4,5,1,0,1,0,1,0,1,0,0,1,0
0,1,4,4,3,3,35,6,0,112500,Control,30,0,0,2,3,4,4,1,1,1,0,0,1,1,1,0,0,0
1,1,4,4,7,7,35,6,0,12500,Treatment 2b,75,75,1,5,4,5,4,1,0,1,0,1,0,1,0,0,0,1
0,1,5,5,1,2,25,5,0,37500,Treatment 1,5,0,0,2,5,5,5,0,1,0,0,0,0,1,0,1,0,0
1,0,4,3,3,3,25,6,0,62500,Treatment 2a,40,100,1,3,4,5,4,0,0,1,0,0,0,1,0,0,1,0
0,0,5,5,2,2,35,6,1,150000,Control,15,19,1,5,5,5,4,1,1,1,0,1,0,1,1,0,0,0
1,0,5,5,2,1,45,7,1,62500,Control,70,90,1,4,4,4,3,0,0,1,0,0,0,0,1,0,0,0
0,0,5,5,2,3,65,4,0,12500,Control,80,99,1,2,4,4,4,0,1,0,0,0,0,1,1,0,0,0
0,0,4,4,2,2,25,6,0,37500,Control,50,77,1,4,5,5,5,1,1,1,0,0,0,1,1,0,0,0
0,1,5,5,1,1,25,3,0,87500,Treatment 1,85,50,1,4,4,5,4,0,1,0,0,0,0,0,0,1,0,0
0,0,4,4,2,3,55,7,2,87500,Treatment 1,15,0,0,2,2,4,4,0,0,1,0,1,0,1,0,1,0,0
0,0,2,1,2,3,45,6,0,62500,Control,54,45,1,2,2,2,2,1,0,1,0,0,0,1,1,0,0,0
0,0,4,4,4,4,35,4,3,62500,Treatment 2b,23,51,1,2,2,4,4,0,1,0,0,1,1,0,0,0,0,1
0,1,4,4,6,5,80,9,0,62500,Treatment 1,10,5,1,4,3,4,4,1,0,1,0,0,1,1,0,1,0,0
1,1,5,5,2,2,25,3,0,12500,Treatment 2b,50,100,1,5,5,5,4,0,0,0,0,0,0,1,0,0,0,1
0,1,1,1,7,7,35,7,2,37500,Treatment 2a,50,50,1,5,5,5,5,1,0,1,0,0,1,1,0,0,1,0
0,1,5,5,2,3,25,5,0,62500,Treatment 2a,61,69,1,4,5,5,5,0,1,0,0,0,0,1,0,0,1,0
0,0,4,4,1,1,45,5,3,87500,Treatment 2a,115,115,1,5,5,5,5,0,0,0,0,1,1,0,0,0,1,0
1,0,3,4,4,2,25,6,2,12500,Treatment 1,94,80,1,4,3,4,4,0,0,1,0,1,0,1,0,1,0,0
1,1,5,4,2,3,35,5,0,12500,Control,70,0,0,4,4,5,4,0,0,0,0,0,0,1,1,0,0,0
1,1,5,5,1,2,35,8,1,87500,Treatment 1,25,25,1,5,5,5,5,0,0,1,0,1,0,1,0,1,0,0
0,0,5,5,1,3,35,6,1,87500,Treatment 2b,60,80,1,4,5,5,5,1,0,1,0,1,1,1,0,0,0,1
0,0,3,3,7,7,45,6,2,87500,Control,60,60,1,4,4,5,4,1,0,1,0,1,1,1,1,0,0,0
0,0,5,5,1,2,25,5,0,112500,Control,70,102,1,4,5,4,5,0,1,0,0,0,0,1,1,0,0,0
0,0,5,5,6,5,35,6,0,37500,Treatment 2a,30,0,0,2,4,4,3,0,0,1,0,1,0,1,0,0,1,0
1,1,4,5,1,6,25,3,1,37500,Treatment 1,111,115,1,5,4,5,4,1,0,0,0,1,1,1,0,1,0,0
0,0,4,4,4,3,35,3,0,37500,Treatment 1,100,0,0,3,3,4,3,0,1,0,0,0,1,1,0,1,0,0
1,1,4,4,1,2,65,6,1,62500,Treatment 2b,55,65,1,4,4,4,4,0,0,1,0,1,1,1,0,0,0,1
0,0,5,5,3,3,35,3,2,62500,Treatment 1,62,80,1,5,5,5,5,0,0,0,0,0,1,0,0,1,0,0
1,1,2,4,7,6,35,6,2,37500,Treatment 1,40,40,1,5,5,5,4,1,0,1,0,0,1,1,0,1,0,0
0,0,1,1,4,5,80,3,1,12500,Treatment 2b,92,72,1,5,5,5,5,1,0,0,0,1,0,0,0,0,0,1
1,1,4,4,6,4,35,6,2,62500,Treatment 2a,31,45,1,4,4,4,4,0,0,1,0,1,0,0,0,0,1,0
0,0,3,3,6,6,25,6,0,37500,Treatment 1,60,60,1,2,4,1,4,1,0,1,0,0,0,0,0,1,0,0
0,0,4,4,4,4,35,6,0,37500,Control,56,58,1,4,4,4,4,0,0,1,0,0,0,1,1,0,0,0
1,1,1,1,6,6,35,8,2,150000,Treatment 1,50,50,1,5,5,5,5,1,0,1,0,1,1,1,0,1,0,0
0,0,3,4,3,4,25,6,1,37500,Treatment 2a,65,70,1,3,4,3,4,1,1,1,0,1,0,1,0,0,1,0
1,1,4,5,1,6,25,6,1,62500,Treatment 1,84,75,1,5,4,4,3,0,0,1,0,1,0,1,0,1,0,0
0,0,5,4,2,2,35,6,0,62500,Control,25,50,1,1,3,5,4,0,1,1,0,0,0,1,1,0,0,0
0,0,5,5,1,1,35,7,0,12500,Treatment 2b,40,35,1,5,4,5,5,0,0,1,0,0,0,0,0,0,0,1
0,1,3,4,7,4,55,6,2,87500,Control,101,101,1,3,4,4,3,1,0,1,0,1,0,1,1,0,0,0
1,0,5,5,6,4,55,6,0,112500,Treatment 2b,60,70,1,5,5,5,5,0,0,1,0,0,1,1,0,0,0,1
0,1,5,4,2,4,45,6,2,12500,Control,9,5,1,4,4,4,5,0,0,1,0,1,0,0,1,0,0,0
1,0,4,4,7,3,35,7,1,37500,Treatment 1,66,66,1,5,3,3,4,0,1,1,0,1,0,1,0,1,0,0
0,0,4,4,7,2,25,6,0,87500,Treatment 2b,79,82,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,1
0,0,5,5,5,5,35,3,0,12500,Treatment 2a,125,0,0,4,3,4,3,0,0,0,0,0,1,0,0,0,1,0
0,0,5,5,1,1,45,4,0,12500,Treatment 2a,100,100,1,4,4,5,5,1,1,0,0,1,0,1,0,0,1,0
1,1,4,4,6,6,25,6,1,62500,Treatment 2b,80,95,1,4,4,4,4,0,0,1,0,1,0,1,0,0,0,1
0,1,3,3,5,5,35,6,0,37500,Treatment 2b,20,70,1,5,4,4,4,1,1,1,0,0,0,1,0,0,0,1
0,0,4,4,6,5,45,6,1,150000,Treatment 2b,80,95,1,5,5,5,5,0,0,1,0,1,1,0,0,0,0,1
0,0,4,4,1,2,45,7,2,87500,Treatment 2b,71,100,1,4,5,5,5,0,0,1,0,1,1,1,0,0,0,1
0,1,5,5,1,2,25,3,0,37500,Treatment 1,50,100,1,4,5,5,5,0,1,0,0,0,0,1,0,1,0,0
0,0,4,4,4,4,25,3,0,62500,Treatment 1,100,0,0,2,4,4,4,0,0,0,0,1,1,0,0,1,0,0
0,0,4,4,7,7,25,6,2,87500,Treatment 2a,65,60,1,4,4,5,3,1,1,1,0,1,0,0,0,0,1,0
0,1,5,5,1,2,45,6,2,62500,Treatment 2b,75,75,1,4,5,4,4,0,0,1,0,1,1,0,0,0,0,1
0,1,5,5,1,2,35,6,0,112500,Control,74,72,1,5,5,5,5,1,1,1,0,0,0,1,1,0,0,0
0,1,4,3,6,6,25,7,0,62500,Treatment 2b,105,110,1,2,4,5,4,1,0,1,0,1,0,1,0,0,0,1
0,1,5,4,3,3,35,3,0,37500,Treatment 2a,27,47,1,4,4,4,4,0,0,0,0,0,0,1,0,0,1,0
0,1,2,4,1,4,45,4,4,112500,Control,80,125,1,4,5,5,4,0,1,0,0,1,1,1,1,0,0,0
0,1,5,5,4,3,35,6,0,37500,Control,100,0,0,5,5,5,5,0,1,1,0,0,1,1,1,0,0,0
1,1,4,5,7,1,25,6,1,62500,Treatment 2b,75,100,1,3,4,4,5,1,0,1,0,1,1,0,0,0,0,1
0,0,3,3,6,4,35,3,1,112500,Treatment 1,51,0,0,4,4,5,4,0,1,0,0,1,1,0,0,1,0,0
1,0,4,3,4,5,25,6,2,62500,Treatment 2a,60,102,1,2,3,4,2,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,7,6,65,6,2,37500,Treatment 1,50,0,0,2,2,4,4,1,0,1,0,1,1,1,0,1,0,0
0,1,1,1,7,6,35,6,2,62500,Treatment 1,30,50,1,4,4,5,4,1,0,1,1,1,1,0,0,1,0,0
0,0,4,4,3,3,35,3,0,12500,Treatment 2b,75,100,1,5,4,4,3,0,1,0,0,0,1,1,0,0,0,1
1,1,4,4,7,6,25,9,1,112500,Treatment 1,6,6,1,4,4,2,3,0,0,1,0,1,0,1,0,1,0,0
0,1,4,5,2,2,35,3,0,37500,Treatment 2b,70,80,1,4,4,4,5,1,1,0,0,0,0,1,0,0,0,1
0,1,5,5,4,1,35,6,0,37500,Treatment 1,45,50,1,3,4,4,3,0,0,1,0,0,0,1,0,1,0,0
1,1,4,3,3,4,25,6,0,112500,Treatment 2a,75,80,1,5,5,5,5,0,0,1,0,1,0,1,0,0,1,0
0,0,4,4,2,2,35,6,1,62500,Treatment 1,10,5,1,4,4,4,4,0,1,1,0,1,0,0,0,1,0,0
0,0,2,4,6,6,35,6,2,112500,Control,16,25,1,4,4,5,5,0,0,1,0,1,1,0,1,0,0,0
0,0,5,5,4,3,35,5,2,62500,Control,71,102,1,5,5,5,5,1,1,0,0,1,1,0,1,0,0,0
0,0,4,4,7,6,25,6,0,37500,Treatment 2b,66,78,1,3,4,4,4,1,1,1,0,0,1,0,0,0,0,1
0,0,5,4,2,2,35,6,0,62500,Treatment 2a,25,30,1,4,5,4,4,0,0,1,0,0,0,1,0,0,1,0
0,1,5,4,2,3,35,6,3,37500,Control,100,0,0,2,1,4,3,0,1,1,0,0,1,1,1,0,0,0
0,0,3,4,5,2,35,5,3,12500,Treatment 2a,16,26,1,5,3,5,2,1,0,0,0,0,0,1,0,0,1,0
0,0,5,5,3,3,25,6,0,62500,Treatment 2a,25,25,1,4,4,4,4,0,0,1,0,0,0,1,0,0,1,0
0,0,3,2,7,6,55,6,2,12500,Treatment 2a,20,5,1,4,4,5,5,1,0,1,0,0,1,1,0,0,1,0
0,0,5,4,3,5,65,6,2,37500,Treatment 1,63,80,1,4,4,4,4,1,1,1,0,1,0,1,0,1,0,0
0,0,4,4,5,4,45,3,1,37500,Treatment 2a,50,29,1,4,4,4,4,0,0,0,0,1,1,1,0,0,1,0
0,0,4,5,3,3,25,6,0,62500,Treatment 2a,110,120,1,5,5,5,5,1,1,1,0,0,1,1,0,0,1,0
0,0,5,4,2,2,25,3,0,62500,Treatment 1,50,50,1,4,4,3,3,0,0,0,0,0,0,0,0,1,0,0
1,1,1,5,2,1,25,6,3,12500,Treatment 1,27,32,1,4,3,4,4,0,0,1,0,0,0,1,0,1,0,0
0,0,5,5,2,4,35,6,0,62500,Treatment 2b,49,101,1,2,5,5,4,0,1,1,0,0,0,1,0,0,0,1
0,1,5,5,1,2,35,5,0,12500,Treatment 1,75,90,1,3,4,4,5,0,0,0,0,0,1,1,0,1,0,0
0,0,5,5,4,4,35,3,0,12500,Control,100,100,1,5,4,5,5,0,0,0,0,0,0,0,1,0,0,0
0,0,4,4,2,3,35,4,1,150000,Treatment 2b,51,86,1,4,4,4,4,1,0,0,0,1,1,1,0,0,0,1
0,0,5,5,2,2,55,3,1,62500,Control,21,35,1,3,3,4,4,0,0,0,0,1,1,0,1,0,0,0
0,0,4,4,4,4,25,3,0,62500,Treatment 2b,75,80,1,4,4,5,4,0,0,0,0,0,0,0,0,0,0,1
0,0,5,5,2,3,25,6,1,62500,Treatment 1,110,125,1,2,3,5,5,1,0,1,0,1,1,0,0,1,0,0
1,0,4,3,7,4,35,6,0,12500,Treatment 1,44,62,1,3,5,4,2,0,0,1,0,0,0,1,0,1,0,0
0,0,4,4,1,6,45,3,1,37500,Treatment 2b,40,40,1,4,4,4,4,0,0,0,0,1,0,0,0,0,0,1
1,0,4,4,5,4,25,6,0,87500,Treatment 2b,88,78,1,4,4,4,3,1,1,1,0,0,0,0,0,0,0,1
0,0,5,5,1,1,55,8,0,37500,Control,20,25,1,4,4,4,5,1,1,1,0,0,0,1,1,0,0,0
0,1,5,5,2,2,25,3,0,62500,Control,95,50,1,2,3,5,5,1,1,0,0,0,0,1,1,0,0,0
0,0,5,5,6,5,35,6,0,62500,Treatment 2a,20,25,1,4,5,5,5,0,0,1,0,0,0,1,0,0,1,0
0,0,4,4,1,2,25,6,0,37500,Treatment 1,20,0,0,4,4,4,4,1,1,1,0,0,0,1,0,1,0,0
0,0,5,4,7,6,25,6,0,37500,Treatment 2a,88,93,1,4,4,3,5,1,1,1,0,0,0,0,0,0,1,0
0,1,5,5,2,3,35,6,2,87500,Control,19,41,1,2,4,5,4,0,1,1,0,1,1,1,1,0,0,0
1,1,4,4,7,6,25,6,0,62500,Treatment 2b,69,66,1,4,3,4,4,1,1,1,0,0,0,0,0,0,0,1
0,1,5,5,2,5,45,4,2,37500,Treatment 2a,35,55,1,4,4,5,5,0,1,0,0,1,1,1,0,0,1,0
1,1,3,3,4,4,45,3,0,62500,Treatment 2a,125,125,1,5,5,5,5,0,0,0,1,0,0,0,0,0,1,0
0,0,4,3,6,6,45,3,2,112500,Treatment 2a,25,30,1,4,4,5,4,1,0,0,0,1,1,0,0,0,1,0
0,0,3,4,2,3,35,4,0,37500,Treatment 1,35,40,1,3,3,5,3,1,0,0,0,0,0,1,0,1,0,0
0,1,5,5,7,6,35,6,0,62500,Treatment 2b,15,25,1,4,5,5,5,0,1,1,0,0,1,1,0,0,0,1
0,0,5,5,1,2,35,6,0,37500,Treatment 2b,30,45,1,4,4,5,3,0,0,1,0,0,0,1,0,0,0,1
0,0,5,4,6,4,45,5,0,87500,Treatment 1,45,75,1,5,5,4,4,1,1,0,0,0,1,0,0,1,0,0
0,0,5,4,4,7,25,6,0,62500,Treatment 1,75,0,0,4,4,3,4,0,0,1,0,0,1,1,0,1,0,0
0,0,5,5,1,1,45,3,2,12500,Treatment 2b,125,125,1,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1
0,0,5,5,2,2,25,6,0,37500,Treatment 2b,50,49,1,5,5,5,4,0,0,1,0,0,0,0,0,0,0,1
1,1,4,4,7,2,35,7,1,62500,Treatment 2b,89,91,1,5,5,4,5,1,0,1,0,1,0,1,0,0,0,1
0,1,5,5,3,2,25,4,2,12500,Treatment 2a,125,125,1,5,5,4,4,0,0,0,0,0,1,1,0,0,1,0
1,1,4,4,6,6,25,6,0,62500,Control,70,73,1,4,3,4,4,1,1,1,0,0,0,0,1,0,0,0
0,0,4,4,4,4,35,6,0,112500,Treatment 2a,15,30,1,5,5,5,5,0,0,1,0,0,1,0,0,0,1,0
0,1,3,4,7,6,35,7,2,112500,Treatment 2b,23,20,1,2,4,5,5,0,1,1,0,1,0,0,0,0,0,1
0,0,4,4,2,3,35,3,1,37500,Treatment 2a,63,70,1,4,4,4,5,0,0,0,0,0,1,1,0,0,1,0
0,0,3,4,3,3,35,3,0,12500,Treatment 1,20,50,1,3,3,5,4,0,0,0,1,0,0,1,0,1,0,0
0,0,4,4,4,2,65,6,0,12500,Treatment 1,80,90,1,5,5,5,5,0,0,1,0,0,1,0,0,1,0,0
1,1,5,5,1,2,35,6,0,37500,Treatment 1,100,125,1,5,5,5,4,0,0,1,0,0,1,0,0,1,0,0
0,1,4,4,2,3,25,3,0,37500,Control,65,70,1,3,4,4,4,0,1,0,1,0,1,1,1,0,0,0
1,1,4,5,7,6,65,6,2,37500,Treatment 2b,112,118,1,4,5,4,5,0,1,1,0,1,0,1,0,0,0,1
1,1,5,4,7,7,25,6,0,37500,Treatment 1,118,111,1,4,5,5,4,0,0,1,0,0,0,1,0,1,0,0
1,1,4,4,4,3,35,6,1,12500,Treatment 2a,48,79,1,3,3,2,2,1,0,1,0,1,0,0,0,0,1,0
1,1,5,4,3,3,55,7,1,112500,Control,35,45,1,5,5,5,4,1,0,1,0,0,0,0,1,0,0,0
1,1,1,3,5,5,55,6,2,37500,Control,66,86,1,2,4,5,5,1,1,1,0,1,0,1,1,0,0,0
1,1,3,4,1,2,35,6,0,12500,Treatment 2b,101,100,1,4,4,3,5,0,0,1,0,0,0,0,0,0,0,1
0,1,5,5,1,1,35,6,0,37500,Treatment 2b,60,75,1,5,5,5,5,0,0,1,0,0,0,1,0,0,0,1
1,0,4,4,3,3,35,5,0,37500,Treatment 2a,50,0,0,1,2,5,4,0,1,0,1,0,0,0,0,0,1,0
1,1,4,4,1,6,35,6,2,12500,Treatment 2a,105,75,1,4,4,4,4,0,0,1,0,1,0,1,0,0,1,0
0,0,4,4,3,3,35,3,0,62500,Control,55,75,1,4,4,5,5,0,1,0,0,0,1,0,1,0,0,0
0,1,5,5,4,2,35,6,0,37500,Treatment 2a,61,0,0,4,4,4,4,1,0,1,0,0,1,0,0,0,1,0
0,1,5,5,1,1,35,3,0,12500,Treatment 2b,2,5,1,5,4,4,4,1,0,0,0,0,0,0,0,0,0,1
0,0,5,4,2,2,25,6,0,37500,Treatment 2b,30,50,1,5,4,4,4,1,0,1,0,1,0,1,0,0,0,1
1,1,3,3,3,3,35,4,0,37500,Treatment 1,70,25,1,4,4,5,3,0,0,0,0,0,0,1,0,1,0,0
0,0,5,5,2,3,35,6,3,62500,Treatment 1,40,50,1,4,4,4,4,0,0,1,0,1,1,1,0,1,0,0
0,0,4,4,7,6,45,5,2,37500,Treatment 2b,10,20,1,4,5,5,5,0,0,0,0,1,1,0,0,0,0,1
0,0,5,5,1,1,35,7,1,87500,Control,35,40,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
0,1,3,3,5,6,25,3,0,62500,Treatment 2a,85,85,1,4,4,5,5,0,0,0,0,0,0,0,0,0,1,0
0,1,5,5,7,7,35,7,2,150000,Treatment 1,90,110,1,4,5,5,4,0,0,1,0,1,1,1,0,1,0,0
0,0,5,4,5,2,35,7,1,37500,Control,100,100,1,4,5,5,4,1,0,1,0,1,0,1,1,0,0,0
0,0,5,5,6,5,25,3,0,37500,Treatment 1,60,63,1,5,5,5,4,0,0,0,0,0,0,0,0,1,0,0
0,0,4,4,3,3,35,5,0,12500,Treatment 2a,40,40,1,4,4,5,4,0,0,0,0,0,0,1,0,0,1,0
0,0,4,5,1,1,45,3,3,87500,Treatment 2b,50,100,1,5,5,5,5,1,0,0,0,0,1,1,0,0,0,1
1,1,3,3,4,5,35,6,0,62500,Treatment 1,40,70,1,4,5,5,4,0,0,1,0,0,0,1,0,1,0,0
1,1,4,4,2,2,25,3,0,12500,Treatment 1,77,80,1,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0
1,1,5,4,4,2,25,6,0,87500,Treatment 1,68,41,1,5,5,4,4,0,0,1,0,0,0,0,0,1,0,0
1,1,4,3,2,6,35,6,2,12500,Treatment 2b,73,76,1,4,5,4,3,0,0,1,0,1,0,1,0,0,0,1
0,0,5,5,6,6,35,6,2,112500,Treatment 2a,125,117,1,5,5,5,5,0,0,1,0,1,1,1,0,0,1,0
1,0,5,4,1,6,35,6,2,12500,Treatment 1,83,74,1,3,5,4,4,0,0,1,0,1,0,1,0,1,0,0
1,1,4,4,2,4,25,7,3,62500,Treatment 2b,55,74,1,4,2,4,4,1,1,1,0,0,0,0,0,0,0,1
0,0,2,4,4,5,25,3,0,37500,Treatment 1,125,125,1,4,4,4,4,1,0,0,0,1,1,1,0,1,0,0